#	선수명	팀명	승	패	세	홀드	블론	경기	선발	이닝	삼진/9	볼넷/9	홈런/9	BABIP	LOB%	ERA	RA9-WAR	FIP	kFIP	WAR
133	박치국	두산	2	2	3	13	5	61	0	52.0	6.06	2.42	0.87	0.353	75.0	4.50	0.98	4.28	4.32	0.07
134	이승현	삼성	2	1	0	8	2	34	0	37.0	7.54	2.68	0.49	0.257	78.0	1.95	0.99	3.40	3.29	0.06
135	조현우	KT	0	0	0	0	0	7	0	7.2	10.57	5.87	0.00	0.300	75.0	3.52	0.11	3.40	3.19	0.06
136	한선태	LG	0	0	0	0	0	6	0	7.1	4.91	1.23	0.00	0.261	62.5	3.68	0.07	3.13	3.26	0.06
137	고영창	KIA	1	3	1	10	1	55	0	54.0	3.67	2.33	0.33	0.313	76.6	3.50	0.85	4.18	4.46	0.06
138	양기현	Hero	0	0	0	0	0	4	0	5.1	5.06	1.69	0.00	0.462	23.1	15.19	-0.44	2.84	2.90	0.05
139	차재용	롯데	0	0	0	0	0	9	0	9.2	6.52	7.45	0.00	0.281	64.7	3.72	0.08	4.12	4.25	0.05
140	윤정현	Hero	0	0	0	0	0	3	0	2.0	9.00	9.00	0.00	0.333	50.0	9.00	0.08	4.40	4.39	0.04
141	김진영	한화	0	4	0	0	0	6	5	26.2	4.72	5.40	0.34	0.310	75.1	4.05	0.59	4.75	5.01	0.04
142	임규빈	Hero	0	0	0	0	0	1	0	1.0	18.00	0.00	0.00	0.500	100.0	0.00	0.05	-0.60	-1.80	0.04
143	송창식	한화	0	0	0	0	0	1	0	0.1	27.00	0.00	0.00	1.000	33.3	54.00	-0.16	-2.60	-4.63	0.04
144	장현식	NC	5	4	0	9	2	53	0	54.2	8.07	3.79	1.48	0.310	74.6	4.61	-0.17	5.23	5.14	0.04
145	조덕길	Hero	0	0	0	0	0	5	0	5.0	5.40	3.60	0.00	0.450	63.6	7.20	0.10	3.40	3.51	0.03
146	박준표	KIA	5	2	0	15	1	49	0	56.0	4.82	0.96	0.64	0.230	79.7	2.09	2.04	3.74	3.83	0.03
147	이케빈	SK	0	0	0	0	0	1	1	3.0	9.00	9.00	0.00	0.250	80.0	3.00	0.10	4.40	4.39	0.03
148	민태호	NC	0	0	0	0	0	7	0	5.1	10.12	1.69	1.69	0.524	51.7	11.81	-0.23	4.15	3.75	0.03
149	황인준	KIA	0	0	0	0	0	5	2	11.1	8.74	3.97	1.59	0.343	67.9	6.35	-0.28	4.81	4.60	0.03
150	배민서	NC	0	0	0	0	0	4	0	3.1	2.70	0.00	0.00	0.467	75.0	5.40	0.04	3.70	4.08	0.03
151	황영국	한화	0	0	0	0	0	6	0	4.0	13.50	2.25	4.50	0.545	96.8	6.75	0.02	7.65	6.96	0.02
152	전사민	NC	0	0	0	0	0	1	0	1.0	9.00	0.00	0.00	0.500	100.0	0.00	0.04	1.40	1.03	0.02
153	장지훈	삼성	0	0	0	0	0	13	0	14.1	7.53	6.91	0.00	0.415	67.6	6.28	-0.24	4.24	4.32	0.02
154	이종혁	KT	0	0	0	0	0	5	0	5.1	6.75	5.06	0.00	0.353	90.0	1.69	0.16	4.15	4.29	0.02
155	김윤동	KIA	1	2	4	0	1	11	0	11.0	9.82	9.00	0.82	0.355	69.4	6.55	0.06	4.85	4.71	0.02
156	정태승	롯데	0	0	0	0	0	1	0	1.0	18.00	9.00	0.00	0.667	0.0	27.00	-0.12	2.40	1.56	0.02
157	권오준	삼성	3	0	0	3	0	43	0	43.0	5.44	2.51	1.47	0.307	71.4	5.23	0.27	5.28	5.37	0.02
158	윤규진	한화	0	0	0	0	0	3	0	4.1	2.08	2.08	0.00	0.333	28.6	10.38	-0.14	3.63	3.99	0.02
159	하준호	KT	0	0	0	0	0	8	0	8.0	12.38	4.50	1.12	0.176	106.1	1.12	0.21	3.78	3.28	0.01
160	신재웅	SK	1	0	0	0	0	20	1	21.2	5.82	4.15	0.42	0.217	72.0	3.32	0.37	4.23	4.35	0.01
161	박상원	한화	1	4	0	12	1	61	0	59.0	5.95	4.27	0.76	0.267	71.8	3.97	1.44	4.81	4.93	0.01
162	서균	한화	0	0	0	0	0	7	0	4.1	6.23	6.23	0.00	0.476	38.5	14.54	-0.22	4.09	4.23	0.01
163	김정후	LG	0	0	0	0	0	2	0	1.2	5.40	5.40	0.00	0.200	100.0	0.00	0.07	4.00	4.18	0.00
164	권혁	두산	2	2	1	11	1	57	0	36.2	5.15	1.72	0.74	0.273	53.9	4.91	-0.02	4.05	4.14	0.00
165	소이현	NC	0	0	0	0	0	1	0	1.0	9.00	9.00	0.00	0.333	100.0	0.00	0.03	4.40	4.39	0.00
166	박진	롯데	0	0	0	0	0	2	0	1.0	9.00	9.00	0.00	0.500	66.7	9.00	-0.03	4.40	4.39	0.00
167	박신지	두산	0	0	0	0	0	2	0	0.0	-	-	-	1.000	33.3	-	0.00	-	-	0.00
168	최대성	두산	0	0	0	0	0	1	0	0.0	-	-	-	0.000	-50.0	-	0.00	-	-	0.00
169	조한욱	KT	0	0	0	0	0	2	0	2.2	0.00	3.38	0.00	0.364	80.0	3.38	0.03	4.53	5.13	-0.01
170	류희운	KT	0	1	0	0	0	1	1	2.1	3.86	7.71	0.00	0.571	40.0	23.14	-0.32	5.11	5.53	-0.01
171	송승준	롯데	0	1	0	0	0	11	1	14.1	8.16	3.77	1.26	0.326	78.1	4.40	0.00	4.66	4.52	-0.01
172	김민규	두산	0	0	0	0	0	1	0	2.0	0.00	4.50	0.00	0.286	100.0	0.00	0.07	4.90	5.55	-0.01
173	김성훈	한화	0	1	0	0	0	15	1	22.1	10.48	6.04	1.21	0.356	78.2	4.84	-0.04	4.97	4.73	-0.02
174	강백호(투	KT	0	0	0	0	0	1	0	1.0	0.00	9.00	0.00	0.000	100.0	0.00	0.05	6.40	7.23	-0.02
175	김정우	SK	0	0	0	0	0	1	0	1.0	0.00	9.00	0.00	0.400	66.7	9.00	-0.02	6.40	7.23	-0.02
176	김승범	KIA	0	0	0	0	0	1	0	1.0	0.00	9.00	0.00	0.571	60.0	18.00	-0.07	6.40	7.23	-0.02
177	금민철	KT	1	4	0	0	0	14	14	57.0	4.11	3.95	0.79	0.308	65.9	5.05	0.66	5.31	5.62	-0.02
178	홍상삼	두산	0	0	0	0	0	3	1	5.2	7.94	6.35	1.59	0.267	81.4	4.76	0.03	6.58	6.66	-0.02
179	정인욱	삼성	0	2	0	0	0	12	2	21.2	6.23	6.23	0.42	0.319	60.6	7.06	-0.13	4.97	5.16	-0.03
180	조영우	SK	0	0	0	0	0	7	1	12.1	5.84	2.92	2.19	0.390	58.5	8.03	-0.10	6.24	6.28	-0.03
181	강정현	LG	0	0	0	0	0	7	1	10.2	6.75	5.06	2.53	0.207	85.9	5.06	0.16	7.81	7.95	-0.03
182	김이환	한화	4	3	0	0	0	11	8	38.0	3.55	4.97	0.47	0.305	74.0	4.26	0.71	5.11	5.47	-0.03
183	장원준	두산	0	0	0	0	0	6	0	2.0	4.50	13.50	0.00	0.556	77.8	9.00	-0.04	8.40	9.26	-0.03
184	최건	KT	0	0	0	0	0	1	0	1.0	0.00	18.00	0.00	0.000	50.0	0.00	-0.03	9.40	10.58	-0.04
185	김진욱	한화	0	0	0	0	0	1	0	1.0	0.00	9.00	0.00	0.000	100.0	0.00	0.03	9.40	10.76	-0.04
186	조무근	롯데	0	0	0	0	0	8	0	9.2	4.66	4.66	0.00	0.207	85.7	1.86	0.24	4.85	5.24	-0.04
187	이상규	LG	0	0	0	0	0	1	0	0.1	0.00	27.00	0.00	0.000	100.0	0.00	0.01	21.40	24.55	-0.04
188	이상영	LG	0	0	0	0	0	3	0	2.2	3.38	0.00	3.38	0.615	58.1	16.88	-0.21	8.65	9.00	-0.04
189	김승현	삼성	1	1	0	0	0	14	0	12.2	2.84	6.39	0.00	0.234	42.9	6.39	0.03	5.14	5.64	-0.04
190	박진태	KIA	0	1	0	0	0	2	2	8.1	5.40	6.48	0.00	0.357	78.9	4.32	0.16	5.44	5.86	-0.04
191	박정배	SK	1	1	0	1	0	20	0	19.2	4.12	0.92	1.83	0.347	40.1	10.07	-0.43	5.74	5.92	-0.04
192	윤호솔	한화	0	0	0	0	0	3	0	3.2	4.91	7.36	2.45	0.438	41.7	17.18	-0.26	8.31	8.61	-0.05
193	김태오	KT	0	0	0	0	0	4	0	3.0	0.00	9.00	0.00	0.438	72.7	9.00	-0.10	7.40	8.40	-0.05
194	이선우	KT	0	0	0	0	0	3	0	1.2	10.80	5.40	5.40	0.000	166.7	5.40	-0.01	10.60	10.28	-0.05
